segmented original sentence,original sentence,translated sentence,syntheticity,bleu,chrf_score,targets,comet_score
"Она предлагать-ает Кавказу, черноморец-ский-ому региону, Балкан-ам и средиземноморье-ю начать или за-верх-ить многий-ие дела.","Она предлагает Кавказу, черноморскому региону, Балканам и средиземноморью начать или завершить многие дела.","It invites the Caucasus, the Black Sea region, the Balkans and the Mediterranean to begin or complete many activities.",1.6153846153846154,0.3967088290836577,0.6489180270675599,It offers beginnings and endings to the Caucasus the Black Sea the Balkans and the Mediterranean,0.0830148309469223
"В эт-ом смысл-е Турция явь-ить-ять-яет-ся уник-альный-ым связующий-им звено-ом межда-у регионамия-и, который-ым в противиться-ный-ом случай-е быть-л-о бы труд-ный-о до-говориться. Турция символизировать-ует соба-ой век-овой-ые традиция-ии со-сущий-ество-овать-ание-я и компромисса.","В этом смысле Турция является уникальным связующим звеном между регионами, которым в противном случае было бы трудно договориться. Турция символизирует собой вековые традиции сосуществования и компромисса.","In this sense, Turkey is a unique link between regions that would otherwise be difficult to agree on; Turkey symbolizes centuries-old traditions of coexistence and compromise.",2.1923076923076925,0.032288884624362205,0.47490674195593213,In this capacity Turkey complements and contributes to a unique transitional passage between otherwise difficult regions for it signifies centuriesold coexistence and adjustment,0.5312575101852417
Внешнять-яют-я политик-а Турция-ии со-деять-ство-ие-овать-ует дать-нный-ому сблизить-ение-ю и по-мочь-ать-ает её не-по-среда-ство-енный-ым со-сидеть-ям раз-вить-вать от-носить-ение-я друг с другом.,Внешняя политика Турции содействует данному сближению и помогает её непосредственным соседям развивать отношения друг с другом.,Turkey's foreign policy promotes this convergence and helps its immediate neighbours develop relations with each other.,2.75,0.07070671467666172,0.45246103127971304,Turkish foreign policy contributes to that coming together and helps its immeditate neighborhoods to connect with one another,0.490853875875473
"Вопрек-и раз-дать-вать-ают-щий-им-ся в послед-ний-ее время об-вина-ить-ение-ям, целый-ь-ью внешний-ей политик-и Турция-ии вовс-е не явь-ить-ять-яет-ся воз-род-ить-ать-ение Османский-ой империи. В деять-ство-ие-тельный-ость-и, мый-ы стремя-ить-им-ся к вос-становление-ю история-ический-ой интеграция-ии Турция-ии со своий-ими не-по-среда-ство-енный-ыми соседями, устранить-ять-яют-я тем самый-ым аномал-ия-ию десятилетие-й «холод-ный-ой войны».","Вопреки раздающимся в последнее время обвинениям, целью внешней политики Турции вовсе не является возрождение Османской империи. В действительности, мы стремимся к восстановлению исторической интеграции Турции со своими непосредственными соседями, устраняя тем самым аномалию десятилетий «холодной войны».","Contrary to recent accusations, Turkey &apos; s foreign policy is not at all about the revival of the Ottoman Empire; indeed, we are seeking to restore Turkey &apos; s historical integration with its immediate neighbours, thereby eliminating the anomaly of decades of the cold war.",2.611111111111111,0.04187959153642703,0.5973994321669496,Contrary to recent charges Turkey’s foreign policymakers are not seeking to revive the Ottoman Empire,0.38192108273506165
"Восстанов-ить-ение дать-нный-ой интеграция-ии при-нести-сёт Европеё-йский-ому Союз-у и другий-ому нашему запад-ный-ому союзнику, НАТО, лить-ишь пользу.","Восстановление данной интеграции принесёт Европейскому Союзу и другому нашему западному союзнику, НАТО, лишь пользу.","Restoring this integration will only benefit the European Union and our other Western ally, NATO.",2.0,0.010124000662062116,0.22975687993673358,Instead we seek Turkey’s historic reintegration into its immediate neighborhoods thereby correcting an anomaly of the Cold War years,0.5737321972846985
"Так честь-ый-о ни у одного, ни у другой-ого нет никакий-их причин вы-раз-ить-ать своить-ё не-довольный-ство Турцией.","Так что ни у одного, ни у другого нет никаких причин выражать своё недовольство Турцией.",So neither has any reason to express their dissatisfaction with Turkey.,1.6666666666666667,0.10319384159739474,0.2812581884644984,Such reintegration would only benefit the European Union and our other Western NATO allies None of them therefore has any reason to express discomfort with Turkey,0.3244003355503082
“Диктатура цена-ный-ость-ей-”,“Диктатура ценностей”,♪ Dictature of values ♪,3.0,0.0,0.0,,0.5645424127578735
Зачем жда-ать евро?,Зачем ждать евро?,Why wait for the euro?,1.3333333333333333,0.12574334296829354,0.5631455146161028,Why Wait for the Euro,0.6899689435958862
"Несмотр-ить-ят-я на то, честь-ый-о рас-ширь-ить-ение Европеё-йский-ого Сообщий-ество-а на восток пока еще не произошлый-о, ужа-е актив-ный-о об-суд-ить-ать-ает-ся в-опрос о том, честь-ый-о за этим по-следует, а имя-но, когда, стать-л-в новый-ыми член-ами ЕЭС, быть-вший-ие коммуна-ист-ический-ие страна-ы перейх-ать-ут на евро?","Несмотря на то, что расширение Европейского Сообщества на восток пока еще не произошло, уже активно обсуждается вопрос о том, что за этим последует, а именно, когда, став новыми членами ЕЭС, бывшие коммунистические страны перейдут на евро?","Despite the fact that the enlargement of the European Community to the east has not yet taken place, is there an active debate on what will follow, namely, when the former communist countries will move to the euro when they become new members of the European Union?",2.0555555555555554,0.031891953573970795,0.2888860882072139,Although the EU's eastward enlargement has not yet happened the debate is already shifting to ask what will follow when should the new predominantly postcommunist members adopt the euro Assuming that they comply with the Maastricht Treaty's provisions concerning the EMU  and are not unfairly held to more stringent criteria  the core issue is whether new members would benefit more by waiting or whether they should seek early entry,0.23692110180854797
"При условие-и соответствие-я вснуть-ать-ем по-ложа-ить-ение-ям по ЭВС Маастрихт-ский-ого соглашение-я ̈̈-и-ы а для эть-их стран установить-ю-енный-ы боль-еть-ее жесткий-ие критерий-и, честь-ый-о казать-ет-ся в-полна-е справедливый-ым ̈̈-и-ы глава-ный в-опрос по-прежней-ому заключить-ать-ает-ся в том, из-влечь-кут ли новый-ые член-ы ЕЭС больший-е польза-ы, по-временить-л-в не-многий-о с в-с-тупой-ить-ение-ем в зона-у евро, или же для них суть-ет лучший-е не-за-медлить-тель-ный-ое в-с-тупой-ить-ение в не-е?","При условии соответствия всем положениям по ЭВС Маастрихтского соглашения - а для этих стран установлены более жесткие критерии, что кажется вполне справедливым - главный вопрос по-прежнему заключается в том, извлекут ли новые члены ЕЭС больше пользы, повременив немного с вступлением в зону евро, или же для них будет лучше незамедлительное вступление в нее?","Subject to compliance with all the provisions of the Maastricht Agreement on EMUs - and for these countries stricter criteria, which seems to be fair - the main question remains whether the new members of the EEC will benefit more by delaying their accession to the euro area, or will it be better for them to join it immediately?",2.2452830188679247,0.005212783368500717,0.30751776158473737,At the outset it must be stressed that in seeking earlier entry into the EMU a country assumes a more ambitious fiscal and structural program than would be needed if EMU membership is delayed,0.24044586718082428
"С самый-ого начать-л-о необходимый-о под-черкнуть, честь-ый-о рань-ний-ее в-с-тупой-ить-ение в ЭВС о-знак-ить-ать-ает про-вести-ение страна-ой боль-еть-ее претенциозный-ой финансы-овый-ой и структура-ный-ой программа-ы, чем в случать-е, есло-и в-с-тупой-ить-ение в ЭВС про-изойдет не-сколький-о по-зже.","С самого начало необходимо подчеркнуть, что раннее вступление в ЭВС означает проведение страной более претенциозной финансовой и структурной программы, чем в случае, если вступление в ЭВС произойдет несколько позже.","From the outset, it must be stressed that early entry into EMU means a country having a more ambitious financial and structural programme than if accession to EMU takes place a little later.",2.310344827586207,0.0067177027389942,0.28126063028713216,Early entry otherwise would be an empty gesture,0.24798883497714996
В противиться-ный-ом случай-е рань-ний-ее в-с-тупой-ить-ение суть-ет лить-ишь пустой-ым жестом.,В противном случае раннее вступление будет лишь пустым жестом.,"Otherwise, early entry would only be an empty gesture.",2.3333333333333335,0.013101694097607005,0.16016015029662503,I believe that early adoption of the euro is not only possible but preferable to delay,0.22007127106189728
"Что касать-ает-ся меня, я полагать-аю, честь-ый-о рань-ний-ее принять-тие евро не толя-ко воз-мочь-ный-о, но и пред-по-честь-тело-ный-ее боль-еть-ее позднему.","Что касается меня, я полагаю, что раннее принятие евро не только возможно, но и предпочтительнее более позднему.","As far as I am concerned, I believe that early adoption of the euro is not only possible but preferable to later adoption.",2.1176470588235294,0.016991796694759462,0.2127253188444287,By early adoption I mean the shortest permissible period of time  two years  following a new member subordinating its monetary policy to the fiscal and monetary constraints of the exchange rate mechanism ERM II,0.40437936782836914
Под рань-ний-им принять-тие-ем подразумевать-ает-ся наикратчайший допустимый период время-ени ̈̈-ит-ыск два год-а ̈̈-ит-ыск след-овать-уют-щий за под-чин-ить-ение-ем новый-ыми член-ами ЕЭС своя-ей кредитный-денеж-ный-ой политик-и финансы-овый-ым и валюта-ный-ым о-граничить-ение-ям Механизм-а регулировать-ание-я об-менять-ный-ых курс-ов ЭВС ууть-рмх-о II (ERM II).,Под ранним принятием подразумевается наикратчайший допустимый период времени - два года - следующий за подчинением новыми членами ЕЭС своей кредитно-денежной политики финансовым и валютным ограничениям Механизма регулирования обменных курсов ЭВС - II (ERM II).,Early acceptance refers to the shortest permissible period of time - two years - followed by the submission of the new members of the EEC to their monetary policy financial and currency restrictions of the EMU II Exchange Rate Management Mechanism (ERM II).,2.235294117647059,0.016017951809519034,0.2799265352567195,Assuming entry into both the EU and ERM II in 2004 new members should aim to enter the eurozone around 2006,0.19308781623840332
"В случай-е в-с-тупой-ить-ение-я в ЕЭС и EёR-M II в 2004 год-у, новый-ые страна-ы ̈̈-и-к-и-к-к-ик-и-ь участие-ник-и долг-ный-ы стремя-ить-ся к в-с-тупой-ить-ение-ю в зона-у евро где-то к 2006 году.","В случае вступления в ЕЭС и ERM II в 2004 году, новые страны - участники должны стремиться к вступлению в зону евро где-то к 2006 году.","In the event of accession to the EEC and ERM II in 2004, the new member countries should aim to join the euro area by some time in 2006.",2.1923076923076925,0.0,0.14013594682376723,Is this realistic,0.3961351811885834
Реалистичный-о ли это?,Реалистично ли это?,Is it realistic?,1.3333333333333333,0.0,0.04166962135015729,Well most candidate countries have already achieved a high degree of structural convergence with the EU,0.6227934956550598
"Ответь-ать-ают-я на этот во-прос, начать-ем с того, честь-ый-о больше-инство стран -рмх-к-к-ил- кандидат-ов на в-с-тупой-ить-ение ужа-е достигнуть-ли высокий-ой степень-и структура-ный-ого сблизить-ение-я с ЕЭС. Экспорт в Европеё-йка-ский Союз начать-л стремя-ить-тельный-о растить-и с 1991 года, когда распад Совет-а эконом-ия-ический-ой взаимо-помощь-и СЭВый-) ̈̈-и-ы торг-овый-ой система-ы совет-ский-ого период-а -рмх-к-к-ил- обусловить-л радикал-ный-ую пере-ориентация-ию торг-овать-ля-и на Запад-ный-ые рынок-и, чем-у сущий-ество-енный-о по-мог знак-ить-тельный по-ток иностранный-ых инвестиция-ий из стран ЕЭС.","Отвечая на этот вопрос, начнем с того, что большинство стран - кандидатов на вступление уже достигли высокой степени структурного сближения с ЕЭС. Экспорт в Европейский Союз начал стремительно расти с 1991 года, когда распад Совета экономической взаимопомощи (СЭВ) - торговой системы советского периода - обусловил радикальную переориентацию торговли на Западные рынки, чему существенно помог значительный поток иностранных инвестиций из стран ЕЭС.","In response to this question, let us begin by saying that most of the candidate countries have already achieved a high degree of structural convergence with the European Union: exports to the European Union began to grow rapidly since 1991, when the collapse of the Economic Mutual Assistance Council (ECO), the Soviet trade system, led to a radical shift of trade towards Western markets, which was greatly facilitated by a significant flow of foreign investment from the countries of the European Union.",2.2131147540983607,0.14566709646367496,0.5079126831864934,Exports to the Union have soared since 1991 when the collapse of the Sovietera COMECON trading system forced a radical reorientation of trade  helped by massive foreign investment from the EU  towards Western markets Most accession candidates now send more exports to the EU than Greece Portugal and Spain did when they entered the EU and EMU,0.40513676404953003
"Больша-инство кандидат-ов на в-с-тупой-ить-ение в ЕЭС ужа-е экспорт-ировать-уют в страна-ы Европеё-йский-ого Союз-а больший-е продукций-и, чем это дело-ать-л-и Греция, Испания и Португалий-ия на момент в-с-тупой-ить-ение-я в ЕЭС и ЭВС.","Большинство кандидатов на вступление в ЕЭС уже экспортируют в страны Европейского Союза больше продукции, чем это делали Греция, Испания и Португалия на момент вступления в ЕЭС и ЭВС.","Most EEC candidates already export more products to European Union countries than Greece, Spain and Portugal did at the time of joining EEC and EMU.",1.8571428571428572,0.0,0.18134381399281874,Progress on disinflation is similarly impressive,0.3717013895511627
Таким же впечатлить-ять-яют-щий-им явь-ить-ять-яет-ся и прогресс в область-и дефляции.,Таким же впечатляющим является и прогресс в области дефляции.,Progress in the area of deflation is equally impressive.,2.0,0.0036267743195655057,0.12191074223521142,Annual inflation in most candidate countries has fallen to 45  not much higher than in many EU countries and lower than in The Netherlands last year,0.13103890419006348
"Год-овой-ая инфляция в больше-инство-е стран -рмх-к-к-ил- кандидат-ов на в-с-тупой-ить-ение у-пасть-л-а до 4 и 5%, что явь-ить-ять-яет-ся не-многий-им большой-е, чем по-казать-тель больше-инство-а стран ЕЭС, и меньший-е, чем прошлогодний по-казать-тель Нидерландов. Что касать-ает-ся структура-ный-ого сблизить-ение-я, кандидат-ы на в-с-тупой-ить-ение в Европеё-йка-ский Союз ужа-е пре-взойти-л-и в эт-ом от-носить-ение-и Испанию, Португалия-ию и Греция-ию, есло-и взять характеристика-и послед-ний-их за така-ой же период время-ени до дебют-а в ЭВС.","Годовая инфляция в большинстве стран - кандидатов на вступление упала до 4 - 5%, что является немногим больше, чем показатель большинства стран ЕЭС, и меньше, чем прошлогодний показатель Нидерландов. Что касается структурного сближения, кандидаты на вступление в Европейский Союз уже превзошли в этом отношении Испанию, Португалию и Грецию, если взять характеристики последних за такой же период времени до дебюта в ЭВС.","The annual inflation rate in most accession countries has fallen to 4 to 5 per cent, slightly more than that of most EEC countries, and less than the Netherlands &apos; previous year &apos; s figure; with regard to structural convergence, the candidates for accession to the European Union have already exceeded Spain, Portugal and Greece in this regard, if we take the characteristics of the latter in the same period of time to debut in EMU.",2.0,0.042869752474212944,0.4242578850045963,As with structural convergence EU candidates already outperform Spain Portugal and Greece at a comparable time before their EMU debut Nor is there much risk of large future corrective price swings because all but a few prices are completely liberalized,0.09298679232597351
"Такжа-е практика-ический-и отсутствие-овать-ует и опасный-ость крупа-ный-ых корректировать-уют-щий-их колебать-ание-й цен в быть-ущий-ем, по-сколь-ёк-у больше-инство цен полный-ость-ью либерализовано.","Также практически отсутствует и опасность крупных корректирующих колебаний цен в будущем, поскольку большинство цен полностью либерализовано.","There is also little risk of large price adjustments in the future, as most prices are fully liberalized.",2.3125,0.02284411468856457,0.17782605566308984,Theoretical studies suggest that inflation in the accession countries will remain stubbornly higher than the Maastricht Treaty allows,0.3541630208492279
"Соглас-ный-о теоретик-еский-им исследовать-ание-ям, инфляция в страна-ах -рмх-к-к-ил- кандидат-ах на в-с-тупой-ить-ение в ЕЭС суть-ет со-хранить-ять-ся на уровень-е боль-еть-ее высокий-ом, чем до-пуск-ать-ает-ся Маастрихтский-им соглашением. В така-ий-их пессимист-ический-их прогноз-ах виноват так на-зывать-аем-ый «эффект Баласс-а ̈̈-и-ы Самуэльсона», у-твердь-ить-ать-ают-щий-, честь-ый-о быстрый рост производить-тель-ный-ость-и в тех сектор-ах эконом-ия-ка-и стран ̈̈-ит-ыск кандидат-ов, продукция который-ых польза-овать-ует-ся спрос-ом (напри-мера-ить-, экспорт-ный-ое производить-ство-), вы-зывать-ает общий-ее повысить-ение реалия-ный-ой за-работа-ать-ный-ой плата-ы в эть-их странах-, включить-ать-ают-я и те сектора, продукция который-ых спрос-ом не польза-овать-ует-ся (например, сфера обслуживания-.","Согласно теоретическим исследованиям, инфляция в странах - кандидатах на вступление в ЕЭС будет сохраняться на уровне более высоком, чем допускается Маастрихтским соглашением. В таких пессимистических прогнозах виноват так называемый «эффект Баласса - Самуэльсона», утверждающий, что быстрый рост производительности в тех секторах экономики стран - кандидатов, продукция которых пользуется спросом (например, экспортное производство), вызывает общее повышение реальной заработной платы в этих странах, включая и те сектора, продукция которых спросом не пользуется (например, сфера обслуживания).","According to theoretical studies, inflation in the EEC candidate countries will remain at a higher level than that permitted by the Maastricht Agreement, with the so-called ""Balass-Samuelson effect"" pronouncing that rapid productivity growth in those sectors of the applicant economies (e.g., export production) leads to an overall increase in real wages in those countries, including those that are not in demand (e.g., services).",2.287671232876712,0.09862961694540613,0.44939239378710405,The culprit in this pessimistic view is the socalled BalassaSamuelson effect rapid productivity growth in the accession candidates' tradable sectors  export manufacturing for example  is pushing up real wages throughout their economies including in nontradable sectors like services This overall rise in real wages in the face of lower productivity growth for the service sector boosts relative prices and keeps inflation above the eurozone average,0.19323846697807312
"Этот общий под-есть-м реалия-ный-ой за-работа-ать-ный-ой плата-ы в условие-ях боль-еть-ее низ-кий-ого рост-а производить-тель-ный-ость-и в сфера-е об-слуга-ить-вать-ание-я повысить-ать-ает от-носить-тельный-ые цена-ы и под-держать-ивать-ает инфляция-ию на уровень-е боль-еть-ее высокий-ом, чем среда-ний уровень зона-ы евро.","Этот общий подъем реальной заработной платы в условиях более низкого роста производительности в сфере обслуживания повышает относительные цены и поддерживает инфляцию на уровне более высоком, чем средний уровень зоны евро.",This general rise in real wages with lower service productivity increases relative prices and maintains inflation at a higher level than the average euro area.,2.3666666666666667,0.006955988548942688,0.2055778492253024,The BalassaSamuelson effect is still evident in Greece Spain and Portugal But as empirical research prepared by the CEC5 National Banks estimates its contribution to total price growth in the candidate countries is 12,0.42592909932136536
"Эффект Баласс-а ̈̈-ит-ыск Самуэльсон-а все еще наблюдать-ает-ся в Греций-и, Испаний-ии и Португалии.","Эффект Баласса - Самуэльсона все еще наблюдается в Греции, Испании и Португалии.","The Balassa-Saumuelson effect is still occurring in Greece, Spain and Portugal.",1.6666666666666667,0.002091013512950115,0.15266016981047648,With the BalassaSamuelson effect so subdued and limited scope for future corrective inflation the EMU criterion regarding price stability  of annual inflation within 15 of the average rate for the three bestperforming economies in the EU  is within reach,0.4836036264896393
"Однако по о-цена-ить-ка-ам эмпирия-ический-ого исследовать-ание-я, под-готовый-ить-ю-енный-ого Национальный-ыми Банк-ами для 5о--ой оКембридж-ский-ой конференция-ии по в-опрос-ам предпринимать-тель-ство-а, его долть-ят-я в общий-ем повысить-ение-и цен в страна-ах -рмх-к-к-ил- кандидат-ах со-ставить-ять-яет 1 -рмх-к-к-ил- 2%. Принимый-ая во внимать-ание не-знак-ить-тельный-ое влиять-яние эффект-а Баласс-а ̈̈-ит-ыск Самуэльсон-а и не-большой-ую вероятный-ость корректировать-уют-щий-ей инфляция-ии в быть-ущий-ем, критерий ЭВС от-носить-тельный-о стабильный-ость-и цен, согласие-ный-о котором-у год-овой уровень инфляция-ии не долг-ен превысить-ать боль-еть-ее чем на 1ё,-5 % ее среда-ний уровень по тереть-м иметь-еют-щий-им наибольший-ую стабильный-ость цен страна-ам ЭВС, в-полна-е достижим.","Однако по оценкам эмпирического исследования, подготовленного Национальными Банками для 5-ой Кембриджской конференции по вопросам предпринимательства, его доля в общем повышении цен в странах - кандидатах составляет 1 - 2%. Принимая во внимание незначительное влияние эффекта Баласса - Самуэльсона и небольшую вероятность корректирующей инфляции в будущем, критерий ЭВС относительно стабильности цен, согласно которому годовой уровень инфляции не должен превышать более чем на 1,5 % ее средний уровень по трем имеющим наибольшую стабильность цен странам ЭВС, вполне достижим.","However, an empirical study prepared by the National Banks for the 5th Cambridge Entrepreneurship Conference estimated that it accounted for 1 to 2 per cent of the overall price increase in the candidate countries, taking into account the small impact of the Balass-Samuelson effect and the low probability of adjusting inflation in the future, the EMU criterion of price stability, according to which annual inflation should not exceed 1.5 per cent of its average for the three most stable EMU countries, is achievable.",2.1973684210526314,0.0030860166165309253,0.20866990381183934,But is early admission to EMU preferable to postponing membership,0.1576652228832245
Но пред-по-честь-тело-ный-ее ли рань-ний доступ в ЭВС отсрочить-ка-е во в-с-тупой-ить-ение-и?,Но предпочтительнее ли ранний доступ в ЭВС отсрочке во вступлении?,But is early access to EMU preferable to delayed entry?,2.3,0.0,0.07737526946715967,From the standpoint of current member states would admitting Hungary Latvia Poland or Slovakia sooner rather than later drag down the euro as many fear,0.2950451672077179
"Если смотр-еть с позиция-ий стран и член-ов ЕЭС, не стать-ет ли, как опасать-ают-ся многий-ие, прием Венгр-ии, Латвия-ий-и, Польшить-и или Словак-ия-ии причина-ой ослабить-ение-я евро?","Если смотреть с позиций стран - членов ЕЭС, не станет ли, как опасаются многие, прием Венгрии, Латвии, Польши или Словакии причиной ослабления евро?","Looking from the point of view of the EEC member countries, will the acceptance of Hungary, Latvia, Poland or Slovakia cause the euro to weaken, as many fear?",1.6956521739130435,0.006626260127656027,0.20530350857933896,Fears that extending EMU to new states too soon would undermine the euro's external exchange rate are irrational If all candidate countries join the EU at around the same time they will together account for a mere 6 of its total GDP,0.26921531558036804
"Опасение-я, честь-ый-о слиша-ко-ом быстрый-ое рас-ширь-ить-ение ЭВС за счет новый-ых стран подо-рвет внешний об-менять-ный курс евро, бес-почвенны.","Опасения, что слишком быстрое расширение ЭВС за счет новых стран подорвет внешний обменный курс евро, беспочвенны.",Fears that the too rapid expansion of EMUs at the expense of new countries would undermine the external exchange rate of the euro are unfounded.,1.875,0.020144990145560468,0.2964893525698036,So any negative impact on the euro from rapid accession to EMU would at worst amount to little more than a rounding error,0.42632773518562317
"Дажа-е есло-и все страна-ы и кандидат-ы в-с-тупой-ить-ят в Европеё-йка-ский Союз практика-ический-и одно-временить-ный-о, на их доля-ю придать-ет-ся всего лить-ишь 6% от вал-овой-ого внутренний-его продукт-а ЕЭС. Так честь-ый-о масштаб любый-ого негатив-ный-ого воздействие-я на евро, вы-звать-нный-ого быстрый-ым в-с-тупой-ить-ение-ем новый-ых участие-ник-ов в ЭВС, в худший-ем случай-е суть-ет лить-ишь не-многий-им больший-е ошибаться-ка-и округления.","Даже если все страны - кандидаты вступят в Европейский Союз практически одновременно, на их долю придется всего лишь 6% от валового внутреннего продукта ЕЭС. Так что масштаб любого негативного воздействия на евро, вызванного быстрым вступлением новых участников в ЭВС, в худшем случае будет лишь немногим больше ошибки округления.","Even if all the candidate countries join the European Union almost simultaneously, they will have only 6 per cent of the gross domestic product of the EEC, so the magnitude of any negative impact on the euro caused by the rapid accession of new members to the EMU will, at worst, be just a little greater than the rounding error.",2.0416666666666665,0.004546382520112882,0.2701204110243345,Delaying entry into EMU could make sense if a longer wait produced more information But a wait of greater length might produce nothing but added noise,0.054682038724422455
"Отсра-очка с в-с-тупой-ить-ение-ем в ЭВС моглый-а бы имет-еть с-мысл, есло-и бы боль-еть-ее продолжить-тельный-ое о-жидать-ание обеспечить-вать-л-о лучший-ую информировать-анный-ость.","Отсрочка с вступлением в ЭВС могла бы иметь смысл, если бы более продолжительное ожидание обеспечивало лучшую информированность.",Postponement to EMU might make sense if longer waiting provided better information.,2.2941176470588234,0.0,0.10296862366058451,Equally the transition period is already turbulent with convergencedriven capital flows driving up exchange rates and complicating monetary policy in several candidate countries including Poland the Czech Republic and Hungary,0.11760808527469635
Однак-о така-ий-ое о-жидать-ание мочь-ет не при-нести ничий-иего кром-е до-полный-ить-тельный-ой не-разберихи.,Однако такое ожидание может не принести ничего кроме дополнительной неразберихи.,"However, this expectation may lead to nothing but further confusion.",2.4,0.0,0.117823684784431,Indeed capitalflow volatility could make short work of the flexible exchange rate on offer under ERM II  a 15 fluctuation band either side of a central parity,0.36850351095199585
"Переход-ный период итак ужа-е до-стать-ок-ный-о неспокоен из-за по-ток-ов капитала, двинуть-ать-ем-ый-ых процесс-ом сблизить-ение-я и вы-зывать-ают-щий-их повысить-ение об-менять-ный-ых курс-ов, осложнить-ять-яют-я тем самый-ым кредитный-денг-ный-ую политик-у не-котор-ых стран ̈̈-и-ы кандидат-ов на в-с-тупой-ить-ение в ЕЭС, в том число-е Польший-и, Чешь-ский-ой Республика-и и Венгрии. Изменчивый-ость двинуть-ать-ение-я капитал-а мочь-ет по-ложа-ить конь-ец предлагать-аем-ый-ому EёR-M II гибкий-ому валюта-ный-ому курс-у, пред-ставить-ять-яют-щий-ему соба-ой 1ё5-% предел от-клонить-ение-й курс-а в обе сторона-ы от паритета.","Переходный период итак уже достаточно неспокоен из-за потоков капитала, движимых процессом сближения и вызывающих повышение обменных курсов, осложняя тем самым кредитно-денежную политику некоторых стран - кандидатов на вступление в ЕЭС, в том числе Польши, Чешской Республики и Венгрии. Изменчивость движения капитала может положить конец предлагаемому ERM II гибкому валютному курсу, представляющему собой 15% предел отклонений курса в обе стороны от паритета.","The transition period is already rather restless because of capital flows driven by the convergence process and leading to exchange rate appreciation, thus complicating the monetary and monetary policies of some EEC candidate countries, including Poland, the Czech Republic and Hungary. The volatility of capital flows can put an end to the proposed ERM II flexible exchange rate, which is 15 per cent of the limit on both sides of the exchange rate.",2.2459016393442623,0.011053841053384991,0.362169864893146,Some argue that ERM II membership should be viewed as a longerterm proposition  possibly lasting until 2010  for the benefit of candidates themselves The benefit is simple ERM II permits some exchange rate flexibility as opposed to the fixed rates implied by adopting the euro,0.20474500954151154
"Некотор-ые у-твердь-ить-ать-ают, что, для польза-ы самих же кандидат-ов, член-ство в EёR-M II долг-ный-о рас-смотр-еть-ивать-ся как боль-еть-ее долгосрочный проект, который мочь-ет про-длить-ся до 2010 года.","Некоторые утверждают, что, для пользы самих же кандидатов, членство в ERM II должно рассматриваться как более долгосрочный проект, который может продлиться до 2010 года.","Some argue that, for the benefit of the candidates themselves, ERM II membership should be seen as a longer-term project that may extend to 2010.",1.8333333333333333,0.007575731225158965,0.2614715376856855,This would help keep the candidates' economic output high and thus sustain real convergence with average EU income levels,0.3951011598110199
"Аргумент до-стать-ок-ный-о прост: в противо-по-ложа-ить-ный-ость фикса-ировать-нный-ому валюта-ный-ому курс-у как следствие-ю принять-тие-я евро, EёR-M II до-пуск-ать-ает некоторый-ую гибкий-ость валюта-ный-ого курса. Это долг-ный-о по-мочь страна-ам -рмх-к-к-ил- кандидат-ам со-хранить высокий-ую производить-тель-ный-ость эконом-ия-ки, с-пособие-ный-ствовать-уют-я, така-ий-им образом,ть-и процесс-у реалия-ный-ого при-близь-ить-ение-я к среда-ний-ему уровень-ю доход-а стран Европеё-йский-ого Союза.","Аргумент достаточно прост: в противоположность фиксированному валютному курсу как следствию принятия евро, ERM II допускает некоторую гибкость валютного курса. Это должно помочь странам - кандидатам сохранить высокую производительность экономики, способствуя, таким образом, процессу реального приближения к среднему уровню дохода стран Европейского Союза.","The argument is quite simple: contrary to the fixed exchange rate as a consequence of the adoption of the euro, ERM II allows some exchange rate flexibility. This should help candidate countries to maintain high economic productivity, thus contributing to a process of real convergence to the average income of the European Union countries.",2.5238095238095237,0.00479130933496022,0.27614825203111,This is an exceptionally weak argument and a politically suspect one too,0.42687416076660156
"Аргумент этот чрезвычайный-о слаб и, вероятный-о, не лихой-ить-ать-ен полития-ка-ический-ой подоплеки.","Аргумент этот чрезвычайно слаб и, вероятно, не лишен политической подоплеки.",This argument is extremely weak and probably not politically motivated.,1.8,0.0002285910204846041,0.07878058739631799,As European Central Bank data shows average per capita GDP in the accession candidates is 44 of the eurozone level The size of the income gap combines with the small growth differentials to imply that the process of real convergence will extend far beyond even the most cautious dates for EU and EMU entry probably lasting several decades,0.40622463822364807
